place_id,name,formatted_address,lat,lng,types,rating,price_level
ChIJ8Ym1Fm8EdkgRnDEpGWisOXk,Evelyn Grace Academy.,"255 Shakespeare Rd, London SE24 0QN, United Kingdom",51.4607014,-0.1042398,,2.9,0
ChIJ5x5ri6sEdkgRye95B8HRj_A,City of London School,"107 Queen Victoria St, London EC4V 3AL, United Kingdom",51.5118224,-0.0986223,,4.4,0
ChIJEfM481ARdkgRHXMrIqq22Qc,Kingsbury High School,"Princes Ave, London NW9 9JR, United Kingdom",51.5897616,-0.2748157,,3.7,0
ChIJ2WbNVSIbdkgR_MjCxOe4PKE,Regent High School,"The Medburn Centre, 136 Chalton St, London NW1 1RX, United Kingdom",51.53358009999999,-0.1330541,,3.5,0
ChIJO1vhVbAEdkgRPoJKQ9gTOh4,The London Nautical School,"61 Stamford St, London SE1 9NA, United Kingdom",51.5066924,-0.1085651,,3.4,0
ChIJUYa8ddURdkgRxSl_JZjZAJE,Woodlane High School,"London W12 0TN, United Kingdom",51.5167922,-0.2309552,,4.3,0
ChIJh4Y4oP0DdkgRpygzf1CikZs,Kingsdale Foundation School,"Alleyn Park, London SE21 8SQ, United Kingdom",51.4321936,-0.08516019999999999,,3.9,0
ChIJ4ZxrppwFdkgR4D1Z5wTNa3c,Thames Christian School,"Wye St, London SW11 2HB, United Kingdom",51.46785,-0.175136,,3.2,0
ChIJD2v1QcMEdkgRsy2eQrynnnw,Westminster School,"17A Dean's Yard, London SW1P 3PB, United Kingdom",51.4985106,-0.1279176,,4.2,0
ChIJaQo8u1YZdkgR83-iRF8X73s,Woodside High School,"Caretakers House, White Hart Ln, London N22 5QJ, United Kingdom",51.6038244,-0.1008856,,3.2,0
ChIJD76-X9sIdkgRJiuDgKFT3PI,URSULINE HIGH SCHOOL,"Crescent Rd, London SW20 8HA, United Kingdom",51.41509509999999,-0.22391,,4.5,0
ChIJB75MTAcOdkgRD8rExfFkecs,Twyford Church of England High School,"Twyford Cres, London W3 9PP, United Kingdom",51.5089613,-0.2798698,,4,0
