place_id,name,formatted_address,lat,lng,types,rating,price_level
ChIJSaGTpm0FdkgRFl9KY74LgtQ,The Phene,"9 Phene St, London SW3 5NY, United Kingdom",51.48517400000001,-0.167575,bar,4.1,3
ChIJLfvloxQFdkgRclKMMs0mKkY,Phoenix Chelsea,"23 Smith St, London SW3 4EE, United Kingdom",51.4885957,-0.1626743,bar,4.3,2
ChIJ_w7dMEAFdkgRho7ZjVLQo2Q,Jak's Bar,"87, 89 Walton St, London SW3 2HT, United Kingdom",51.4942978,-0.1674042,bar,4.3,0
ChIJ2RoPX2oFdkgR5-RZSDKEX3o,Barts,"Chelsea Cloisters, Sloane Ave, London SW3 3DW, United Kingdom",51.4927001,-0.1671767,bar,4.5,3
ChIJ5YAiW2UFdkgRxAuqGLK1fTo,Beaufort House Chelsea,"354 King's Rd, London SW3 5UZ, United Kingdom",51.484533,-0.176005,bar,4.3,3
ChIJr4iX4UAFdkgRcYZxTEOqsMo,The Bunch Of Grapes,"207 Brompton Rd, London SW3 1LA, United Kingdom",51.4975739,-0.1671896,bar,4.2,2
ChIJj8f1WcoEdkgRXxGjyNHSQ4g,The Enterprise,"35 Walton St, London SW3 2HU, United Kingdom",51.49525389999999,-0.166064,bar,4.4,2
ChIJr98oHxMFdkgRaXFZEKDrLho,"The Surprise, Chelsea","6 Christchurch Terrace, London SW3 4AJ, United Kingdom",51.4862239,-0.1630676,bar,4.3,2
ChIJi3VBxWEFdkgRufUDnWWtqBA,Albert's at Beaufort House,"354 King's Rd, London SW3 5UZ, United Kingdom",51.4845416,-0.1759967,bar,3.4,0
ChIJJ8rwnmoFdkgRBWhVbmSvlWw,The Admiral Codrington,"17 Mossop St, London SW3 2LY, United Kingdom",51.493629,-0.166078,bar,4,2
ChIJl-OC2WwFdkgR6hNaM_c7Rcc,Coopers Arms,"87 Flood St, London SW3 5TB, United Kingdom",51.4861891,-0.1651992,bar,4.2,2
ChIJy0kSILsFdkgR2wJ3eC_FuEw,Callooh Callay Chelsea,"316-318 King's Rd, London SW3 5UH, United Kingdom",51.4856284,-0.1738633,bar,4.7,0
ChIJCfYDlWgFdkgRe6ewfzZEOG8,The Hunter's Moon,"86 Fulham Rd., South Kensington, London SW3 6HR, United Kingdom",51.4900583,-0.1748019,bar,4.7,0
ChIJ7dsWCHIFdkgR0l78z0NcBrs,No. Fifty Cheyne,"50 Cheyne Walk, London SW3 5LR, United Kingdom",51.4833537,-0.1694099,bar,4.6,4
ChIJRcNU-DgFdkgR7HboK6X8cmc,Buddha-Bar London,"145 Knightsbridge, London SW1X 7PA, United Kingdom",51.50154819999999,-0.1620723,bar,4,3
ChIJZfH9F3sFdkgRex0W5PkTaIg,The Bletchley,"459 King's Rd, London SW10 0LJ, United Kingdom",51.482024,-0.179767,bar,4.6,2
ChIJcVCnY2QFdkgRrpfE4yOZP0w,Kings Arms Chelsea,"190 Fulham Rd., London SW10 9PN, United Kingdom",51.4861389,-0.1809035,bar,4.2,2
ChIJOf5i2BkFdkgRCZlpbsEzrJs,The Orange Public House & Hotel Victoria,"37 Pimlico Rd, London SW1W 8NE, United Kingdom",51.490537,-0.1523569,bar,4.2,0
ChIJrT6qPRYFdkgRIoMRoviZMkQ,The Botanist Sloane Square,"7 Sloane Square, London SW1W 8EE, United Kingdom",51.492929,-0.156944,bar,4,3
ChIJRRwPrH0FdkgRfxCSBjOtGGQ,Jak's,"533 King's Rd, London SW10 0TZ, United Kingdom",51.4802915,-0.1852694,bar,4.2,3
ChIJxdFoeBEFdkgRdbH7f7dQHik,Zefi Bar Kings Road,"533 King's Rd, London SW10 0TZ, United Kingdom",51.4801187,-0.1851862,bar,4.4,0
ChIJGZBnhGsFdkgRBVMuGtt0Tt8,The Builders Arms,"13 Britten St, London SW3 3TY, United Kingdom",51.4891324,-0.1677381,bar,4.2,2
ChIJxehLG24FdkgRcxH_UQ6_x4A,The Cross Keys,"1 Lawrence St, London SW3 5NB, United Kingdom",51.483493,-0.17052,bar,4.2,2
ChIJ-_qszRUFdkgR-2iXF3_L5-c,Manicomio Chelsea Restaurant,"83-85 Duke Of York Square, London SW3 4LY, United Kingdom",51.4912002,-0.1590714,bar,4.1,3
ChIJh5vb88sEdkgRI8qFuKKmCEk,Big Easy Bar BQ & Crabshack,"12 Maiden Ln, London WC2E 7NA, United Kingdom",51.5107215,-0.1230007,bar,4.1,2
ChIJBdHk4qUcdkgRMmA0n16wrfA,Loves Company,"Unit 1, Imperial Hall, 104-122 City Rd, London EC1V 2NR, United Kingdom",51.5261359,-0.088018,bar,3.9,2
ChIJBScuPAAQdkgRJ-QXobzR8To,TAB X TAB,"Westbourne House, 14-16 Westbourne Grove, London W2 5RH, United Kingdom",51.51580380000001,-0.1895474,bar,4.5,2
ChIJt-FhFEobdkgRsZ7wA4gzsqI,Old Nick,"20-22 Sandland St, London WC1R 4PZ, United Kingdom",51.519103,-0.11638,bar,4.1,2
ChIJ0XQDVW8EdkgRZngFBR2njZQ,The Joint,"Brixton Village, Unit 87 Coldharbour Ln, London SW9 8PR, United Kingdom",51.4623552,-0.1116852,bar,4.4,1
ChIJIRtBuyUNdkgRlHqivGmqZMs,Gunnersbury Arms,"Popes Ln, London W5 4NH, United Kingdom",51.499378,-0.2865783,bar,5,0
ChIJuRV6wkYFdkgRkABhV-gvZgU,SW16 Bar & Kitchen,"5 Streatham High Rd, London SW16 1EF, United Kingdom",51.4371033,-0.1271258,bar,4.7,0
ChIJD2emr8AHdkgRavLQw5QD_jA,S Lounge,"540 Streatham High Rd, London SW16 3QF, United Kingdom",51.4176689,-0.1270902,bar,3.6,0
ChIJT0Tap4IGdkgRFr41SiUlx7U,The White Lion SW16,"232 Streatham High Rd, London SW16 1BB, United Kingdom",51.430756,-0.129649,bar,4.3,2
ChIJ2fCVI5AGdkgR-ovtHBbXlKU,The Bull Streatham,"498 Streatham High Rd, London SW16 3QB, United Kingdom",51.4194257,-0.1284189,bar,4.3,2
ChIJX0ZnyGwFdkgRHaMyyRuq6yI,Carmine,"20-21, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",51.4339317,-0.1278657,bar,4.3,0
ChIJd6byaYMGdkgRlv6Um8vq45o,Hideaway,"2 Empire Mews, Stanthorpe Rd, London SW16 2BF, United Kingdom",51.4269031,-0.1304424,bar,4.6,0
ChIJzQAYCCYEdkgREA8qvMjDU_A,Hamlet Bar Lounge & Restaurant,"10 Streatham High Rd, London SW16 1DB, United Kingdom",51.43776039999999,-0.1274477,bar,4.1,2
ChIJyQr9NYUGdkgROrcBCWUBxBI,The Mere Scribbler,"426 Streatham High Rd, London SW16 3PX, United Kingdom",51.42161660000001,-0.1291521,bar,4.2,2
ChIJPxFHGyYEdkgRRBuwKehbdzU,The Rebel Inn Streatham,"78A Streatham High Rd, London SW16 1BS, United Kingdom",51.4354269,-0.1283856,bar,4.3,2
ChIJmbS2niUEdkgRLtiCn95MNGg,Porky's Wine Bar,"23-27 Sternhold Ave, London SW2 4PA, United Kingdom",51.438585,-0.12798,bar,4.2,1
ChIJCcNkzYgGdkgR8dPjET2qYIc,The Railway,"2 Greyhound Ln, London SW16 5SD, United Kingdom",51.4183667,-0.1347294,bar,4.3,2
ChIJC4BYQoUGdkgRkseYaSWoy-s,The Rabbit Hole,"151-153 Greyhound Ln, London SW16 5NJ, United Kingdom",51.4217597,-0.1298031,bar,4.4,2
ChIJFWYgqUUHdkgR_CblG_NN_uU,The Vale at Streatham,"1A Lilian Rd, London SW16 5HN, United Kingdom",51.4128062,-0.1421729,bar,4.4,0
ChIJKegzXeYHdkgRlX3INZi7Cvs,Pratts and Payne,"103 Streatham High Rd, London SW16 1HJ, United Kingdom",51.4301974,-0.1297406,bar,4.2,0
ChIJvauKvoIGdkgRxZ4fEa6AEnI,The Holland Tringham,"107-109 Streatham High Rd, London SW16 1HJ, United Kingdom",51.4301071,-0.1298651,bar,4.1,1
ChIJd_CploIGdkgRFiUGwLtO7og,Mikrus,"264 Streatham High Rd, London SW16 1HS, United Kingdom",51.4297962,-0.1307261,bar,4.5,2
ChIJAVe5rYMGdkgRBli5xdTNoF8,The Manor Arms,"13 Mitcham Ln, London SW16 6LQ, United Kingdom",51.4280242,-0.1323491,bar,4.2,2
ChIJQYL7aJ0GdkgRZejf81kg9L0,The Leigham Well,"1-3 Wellfield Rd, London SW16 2BT, United Kingdom",51.4300632,-0.1270833,bar,4.5,0
