code,fire_station_rating_mean_1500,fire_station_rating_std_1500,fire_station_count_1500,fire_station_rating_mean_1000,fire_station_rating_std_1000,fire_station_count_1000,fire_station_rating_mean_500,fire_station_rating_std_500,fire_station_count_500,fire_station_min
SW2 3AA,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AB,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AD,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AF,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AG,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AH,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AJ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AL,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AN,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AP,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AQ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AR,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AS,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AT,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AU,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AW,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AX,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3AZ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BA,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BB,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BD,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BF,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BG,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BH,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BJ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BL,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BN,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BP,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BQ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BS,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BT,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BU,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BW,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BX,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3BZ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DA,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DB,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DD,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DF,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DG,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DH,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DJ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DL,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DN,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DP,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DQ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DR,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DS,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DT,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DU,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DW,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DX,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3DZ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3EA,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3EB,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3ED,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3EE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3EF,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3EG,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3EH,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3EJ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3EL,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3EN,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3EP,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3EQ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3ER,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3ES,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3ET,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3EU,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3EW,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3EX,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3EY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3EZ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3FA,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3FB,4.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3901412253989989
SW2 3FD,4.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3901412253989989
SW2 3FE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HA,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HB,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HD,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HF,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HG,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HH,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HJ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HL,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HN,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HP,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HQ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HR,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HS,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HT,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HU,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HW,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HX,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3HY,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.369889468492767
SW2 3HZ,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.4771704509883712
SW2 3JA,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3JB,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.4026803507472456
SW2 3JD,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.426138810705976
SW2 3JE,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.442374778413667
SW2 3JF,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3940865071863262
SW2 3JG,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.4947457348610516
SW2 3JH,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.385910050405453
SW2 3JJ,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.4123310071131059
SW2 3JL,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.4240342700480766
SW2 3JN,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.4569219489116063
SW2 3JP,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3JQ,4.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3901412253989989
SW2 3JR,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.4081228261695964
SW2 3JS,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3JW,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.4554373909178748
SW2 3JX,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3JY,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.4867483697219464
SW2 3JZ,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.4286244178592744
SW2 3LA,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3LB,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3LD,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.4891022050475355
SW2 3LE,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.4881104207836597
SW2 3LF,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3LG,4.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3901412253989989
SW2 3LH,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3LJ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3LL,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3LN,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3LP,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3LQ,4.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3901412253989989
SW2 3LR,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3LS,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3LT,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3LU,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3LW,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3LX,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3LY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3LZ,4.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3901412253989989
SW2 3NA,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3NB,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3ND,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3NE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3NF,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3NG,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3NH,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3NJ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3NL,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3NN,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3NP,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3NQ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3NR,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3NS,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3NT,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3NW,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3NX,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3NY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3NZ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PA,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PB,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PD,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PF,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PG,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PH,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PJ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PL,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PN,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PP,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PQ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PR,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PS,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PT,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PU,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PW,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PX,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3PZ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3QA,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3QB,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3QD,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3QE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3QF,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3QG,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3QH,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3QN,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3QP,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3QQ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3QR,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3QT,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3QU,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3QW,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3QX,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3QY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3QZ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3RA,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3RB,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3RD,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3RE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3RF,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3RG,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3RH,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3RJ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3RN,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3RP,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3RR,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3RS,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3RT,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3RU,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3RW,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3RX,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3RY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3SA,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3SB,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3SG,4.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3901412253989989
SW2 3SJ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3SL,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3SN,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3SP,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3SR,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3SS,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3ST,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3SU,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3SW,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3SX,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3SY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3TA,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3TB,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3TD,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3TE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3TF,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3TH,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3TL,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.4963167447199384
SW2 3TN,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3TP,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3TR,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3TS,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3TT,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3TU,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3TW,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3TX,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3TY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3TZ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3UA,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3UB,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3UD,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3UE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3UH,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3UJ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3UL,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3UP,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3UQ,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
SW2 3WA,4.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3901412253989989
SW2 3WB,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan
